day;month;year;hour;temp
5;10;2017;7.00;21.76333319
5;10;2017;8.00;23.37666664
5;10;2017;9.00;24.62666645
5;10;2017;10.00;26.2833334
5;10;2017;11.00;27.91666673
5;10;2017;12.00;28.53333321
5;10;2017;13.00;30.1233333
5;10;2017;14.00;31.23333327
5;10;2017;15.00;31.72666645
5;10;2017;16.00;31.94333318
5;10;2017;17.00;29.9666666
5;10;2017;18.00;26.81000004
5;10;2017;19.00;25.04999987
5;10;2017;20.00;23.53333314
5;10;2017;21.00;22.40333341
5;10;2017;22.00;21.29333331
5;10;2017;23.00;20.5233333
6;10;2017;0.00;19.92999999
6;10;2017;1.00;19.29000041
6;10;2017;2.00;18.74000015
6;10;2017;3.00;18.37000014
6;10;2017;4.00;17.99000003
6;10;2017;5.00;17.56333357
6;10;2017;6.00;18.28000005
6;10;2017;7.00;21.09999987
6;10;2017;8.00;24.74666665
6;10;2017;9.00;27.48333321
6;10;2017;10.00;29.60999985
6;10;2017;11.00;31.83666636
6;10;2017;12.00;33.36999957
6;10;2017;13.00;34.26666616
6;10;2017;14.00;34.90999972
6;10;2017;15.00;34.22000008
6;10;2017;16.00;32.47666664
6;10;2017;17.00;28.45999997
6;10;2017;18.00;25.41666667
6;10;2017;19.00;24.13666662
6;10;2017;20.00;23.21666673
6;10;2017;21.00;22.46333332
6;10;2017;22.00;21.55000006
6;10;2017;23.00;20.76666654
7;10;2017;0.00;20.11333338
7;10;2017;1.00;19.55000006
7;10;2017;2.00;19.06333338
7;10;2017;3.00;18.72666645
7;10;2017;4.00;18.23333314
7;10;2017;5.00;18.13333327
7;10;2017;6.00;18.75000025
7;10;2017;7.00;22.72999999
7;10;2017;8.00;25.85333341
7;10;2017;9.00;28.25333316
7;10;2017;10.00;30.46666648
7;10;2017;11.00;31.42333317
7;10;2017;12.00;32.7366663
7;10;2017;13.00;34.61999982
7;10;2017;14.00;35.63666662
7;10;2017;15.00;34.7233331
7;10;2017;16.00;31.74333331
7;10;2017;17.00;28.6166666
7;10;2017;18.00;25.85999997
7;10;2017;19.00;24.37000001
7;10;2017;20.00;23.37999986
7;10;2017;21.00;22.56333357
7;10;2017;22.00;21.62333361
7;10;2017;23.00;21.44666678
8;10;2017;0.00;20.38666681
8;10;2017;1.00;19.67000014
8;10;2017;2.00;19.99666672
8;10;2017;3.00;19.38333346
8;10;2017;4.00;18.89999962
8;10;2017;5.00;18.70333354
8;10;2017;6.00;19.45333322
8;10;2017;7.00;23.20000006
8;10;2017;8.00;25.05999966
8;10;2017;9.00;28.18333321
8;10;2017;10.00;29.79666672
8;10;2017;11.00;31.90666637
8;10;2017;12.00;33.28999964
8;10;2017;13.00;33.4933328
8;10;2017;14.00;33.28666662
8;10;2017;15.00;32.90999972
8;10;2017;16.00;31.54666659
8;10;2017;17.00;27.94333331
8;10;2017;18.00;25.20333341
8;10;2017;19.00;23.96333326
8;10;2017;20.00;22.89666672
8;10;2017;21.00;22.0733331
8;10;2017;22.00;21.39333318
8;10;2017;23.00;20.72999999
9;10;2017;0.00;20.00000006
9;10;2017;1.00;19.30333328
9;10;2017;2.00;18.76333332
9;10;2017;3.00;18.15333347
9;10;2017;4.00;17.84999975
9;10;2017;5.00;17.80666663
9;10;2017;6.00;18.83666662
9;10;2017;7.00;23.36999995
9;10;2017;8.00;26.35333322
9;10;2017;9.00;29.28333333
9;10;2017;10.00;30.93999996
9;10;2017;11.00;33.03333308
9;10;2017;12.00;33.01666641
9;10;2017;13.00;34.013333
9;10;2017;14.00;35.1
9;10;2017;15.00;35.25666644
9;10;2017;16.00;34.73666623
9;10;2017;17.00;32.22333285
9;10;2017;18.00;29.54666659
9;10;2017;19.00;27.19333331
9;10;2017;20.00;24.69333331
9;10;2017;21.00;23.32999986
9;10;2017;22.00;22.34666684
9;10;2017;23.00;21.88000018
10;10;2017;0.00;20.86666667
10;10;2017;1.00;20.48666681
10;10;2017;2.00;20.08999996
10;10;2017;3.00;19.15333335
10;10;2017;4.00;18.75999985
10;10;2017;5.00;18.15666669
10;10;2017;6.00;19.52333317
10;10;2017;7.00;24.14333324
10;10;2017;8.00;26.2233333
10;10;2017;9.00;28.40333347
10;10;2017;10.00;30.81333307
10;10;2017;11.00;32.89666672
10;10;2017;12.00;34.7899999
10;10;2017;13.00;35.87999992
10;10;2017;14.00;36.00999959
10;10;2017;15.00;35.98999977
10;10;2017;16.00;35.67999954
10;10;2017;17.00;33.38666598
10;10;2017;18.00;29.11333332
10;10;2017;19.00;27.01000004
10;10;2017;20.00;25.43333327
10;10;2017;21.00;23.73666687
10;10;2017;22.00;22.93000005
10;10;2017;23.00;21.98666643
11;10;2017;0.00;21.17666664
11;10;2017;1.00;20.64666665
11;10;2017;2.00;19.93999977
11;10;2017;3.00;19.4066665
11;10;2017;4.00;18.95999959
11;10;2017;5.00;18.70999997
11;10;2017;6.00;19.47333336
11;10;2017;7.00;24.23333333
11;10;2017;8.00;26.75
11;10;2017;9.00;28.97666658
11;10;2017;10.00;31.49333318
11;10;2017;11.00;33.10344788
11;10;2017;12.00;35.05666631
11;10;2017;13.00;36.19999962
11;10;2017;14.00;36.91333313
11;10;2017;15.00;36.23999977
11;10;2017;16.00;36.00999985
11;10;2017;17.00;33.69666615
11;10;2017;18.00;29.54333331
11;10;2017;19.00;27.49333318
11;10;2017;20.00;25.82666683
11;10;2017;21.00;24.48333327
11;10;2017;22.00;23.15333354
11;10;2017;23.00;22.33333346
12;10;2017;0.00;21.7666666
12;10;2017;1.00;21.00333309
12;10;2017;2.00;20.46999989
12;10;2017;3.00;20.22000008
12;10;2017;4.00;19.98000018
12;10;2017;5.00;19.36666622
12;10;2017;6.00;20.48999996
12;10;2017;7.00;25.35666663
12;10;2017;8.00;27.79666665
12;10;2017;9.00;30.08999983
12;10;2017;10.00;32.35666644
12;10;2017;11.00;33.98666636
12;10;2017;12.00;36.36666654
12;10;2017;13.00;37.03000018
12;10;2017;14.00;37.96666629
12;10;2017;15.00;38.16333288
12;10;2017;16.00;35.99000003
12;10;2017;17.00;31.86999976
12;10;2017;18.00;28.8766667
12;10;2017;19.00;27.46333332
12;10;2017;20.00;26.08666693
12;10;2017;21.00;24.28666674
12;10;2017;22.00;23.6066665
12;10;2017;23.00;22.63333321
13;10;2017;0.00;21.87333317
13;10;2017;1.00;21.27666677
13;10;2017;2.00;20.80999991
13;10;2017;3.00;20.34333356
13;10;2017;4.00;19.98666662
13;10;2017;5.00;19.85333328
13;10;2017;6.00;21.00999997
13;10;2017;7.00;25.19666665
13;10;2017;8.00;28.01333332
13;10;2017;9.00;30.2566665
13;10;2017;10.00;32.56666616
13;10;2017;11.00;34.29666608
13;10;2017;12.00;35.67666651
13;10;2017;13.00;37.11666654
13;10;2017;14.00;37.54666646
13;10;2017;15.00;38.23666649
13;10;2017;16.00;37.8399999
13;10;2017;17.00;34.32666664
13;10;2017;18.00;30.27333342
13;10;2017;19.00;27.48333327
13;10;2017;20.00;25.45666682
13;10;2017;21.00;23.79000022
13;10;2017;22.00;22.6799998
13;10;2017;23.00;22.41666667
14;10;2017;0.00;21.55333341
14;10;2017;1.00;20.78333333
14;10;2017;2.00;19.92000014
14;10;2017;3.00;19.24999994
14;10;2017;4.00;18.81333345
14;10;2017;5.00;18.43666674
14;10;2017;6.00;19.79000003
14;10;2017;7.00;25.25999997
14;10;2017;8.00;27.85
14;10;2017;9.00;30.47999999
14;10;2017;10.00;32.74999962
14;10;2017;11.00;35.10999959
14;10;2017;12.00;36.35999972
14;10;2017;13.00;37.44333318
14;10;2017;14.00;37.26999969
14;10;2017;15.00;38.50999972
14;10;2017;16.00;38.90333303
14;10;2017;17.00;34.46666616
14;10;2017;18.00;30.80666656
14;10;2017;19.00;29.08666681
14;10;2017;20.00;27.40333316
14;10;2017;21.00;26.22666664
14;10;2017;22.00;24.78333327
14;10;2017;23.00;24.12333317
15;10;2017;0.00;23.45333322
15;10;2017;1.00;22.81666679
15;10;2017;2.00;22.61000017
15;10;2017;3.00;22.77000008
15;10;2017;4.00;23.19000072
15;10;2017;5.00;23.14666716
15;10;2017;6.00;23.4566665
15;10;2017;7.00;24.04333337
15;10;2017;8.00;24.53666681
15;10;2017;9.00;24.23333346
15;10;2017;10.00;25.41333313
15;10;2017;11.00;25.38666662
15;10;2017;12.00;24.9566665
15;10;2017;13.00;26.2766667
15;10;2017;14.00;27.42666639
15;10;2017;15.00;27.17666645
15;10;2017;16.00;25.75666663
15;10;2017;17.00;23.94333312
15;10;2017;18.00;23.82333317
15;10;2017;19.00;23.31999982
15;10;2017;20.00;22.72999999
15;10;2017;21.00;22.24666672
15;10;2017;22.00;21.93333346
15;10;2017;23.00;21.02999992
16;10;2017;0.00;20.70333354
16;10;2017;1.00;20.24000009
16;10;2017;2.00;19.62333349
16;10;2017;3.00;19.39666627
16;10;2017;4.00;19.41999969
16;10;2017;5.00;19.45999985
16;10;2017;6.00;19.56333357
16;10;2017;7.00;19.80869542
16;10;2017;8.00;20.07142884
16;10;2017;9.00;20.3700002
16;10;2017;10.00;21.53999996
16;10;2017;11.00;22.19666659
16;10;2017;12.00;22.85333316
16;10;2017;13.00;22.65999991
16;10;2017;14.00;21.65333335
16;10;2017;15.00;21.71666648
16;10;2017;16.00;21.71333364
16;10;2017;17.00;21.52333317
16;10;2017;18.00;20.66000029
16;10;2017;19.00;20.45999985
16;10;2017;20.00;20.42999986
16;10;2017;21.00;20.24000015
16;10;2017;22.00;20.11000042
16;10;2017;23.00;20.07333361
17;10;2017;0.00;20.05333354
17;10;2017;1.00;19.9566665
17;10;2017;2.00;19.913333
17;10;2017;3.00;19.94999981
17;10;2017;4.00;19.98333327
17;10;2017;5.00;19.86333281
17;10;2017;6.00;19.83666623
17;10;2017;7.00;19.92666639
17;10;2017;8.00;20.31999995
17;10;2017;9.00;20.89999994
17;10;2017;10.00;21.30666676
17;10;2017;11.00;22.06333351
17;10;2017;12.00;23.28666674
17;10;2017;13.00;23.94000015
17;10;2017;14.00;24.8766667
17;10;2017;15.00;26.92666683
17;10;2017;16.00;26.07999999
17;10;2017;17.00;25.18666643
17;10;2017;18.00;24.31666667
17;10;2017;19.00;23.24666678
17;10;2017;20.00;22.27333323
17;10;2017;21.00;21.5
17;10;2017;22.00;20.84333324
17;10;2017;23.00;20.01666673
18;10;2017;0.00;19.0233331
18;10;2017;1.00;18.76333332
18;10;2017;2.00;17.80999985
18;10;2017;3.00;17.34666634
18;10;2017;4.00;17.25666663
18;10;2017;5.00;16.88000031
18;10;2017;6.00;16.50333296
18;10;2017;7.00;17.42333361
18;10;2017;8.00;20.84333324
18;10;2017;9.00;23.51333332
18;10;2017;10.00;25.20000002
18;10;2017;11.00;22.06333351
18;10;2017;12.00;23.28666674
18;10;2017;13.00;23.94000015
18;10;2017;14.00;24.8766667
18;10;2017;15.00;26.92666683
18;10;2017;16.00;26.07999999
18;10;2017;17.00;25.18666643
18;10;2017;18.00;24.31666667
18;10;2017;19.00;23.24666678
18;10;2017;20.00;22.27333323
18;10;2017;21.00;21.5
18;10;2017;22.00;20.84333324
18;10;2017;23.00;20.01666673
19;10;2017;0.00;19.0233331
19;10;2017;1.00;18.76333332
19;10;2017;2.00;17.80999985
19;10;2017;3.00;17.34666634
19;10;2017;4.00;17.25666663
19;10;2017;5.00;16.88000031
19;10;2017;6.00;16.50333296
19;10;2017;7.00;17.42333361
19;10;2017;8.00;22.92777782
19;10;2017;9.00;25.71999989
19;10;2017;10.00;28.40999997
19;10;2017;11.00;30.07000001
19;10;2017;12.00;31.79999962
19;10;2017;13.00;32.60999978
19;10;2017;14.00;33.90999947
19;10;2017;15.00;34.95666656
19;10;2017;16.00;34.96333288
19;10;2017;17.00;34.97999967
19;10;2017;18.00;32.27999967
19;10;2017;19.00;28.80666669
19;10;2017;20.00;25.57000014
19;10;2017;21.00;23.82333323
19;10;2017;22.00;22.78666668
19;10;2017;23.00;21.9100001
20;10;2017;0.00;20.55666682
20;10;2017;1.00;20.17000014
20;10;2017;2.00;19.46333345
20;10;2017;3.00;18.46333319
20;10;2017;4.00;18.11666654
20;10;2017;5.00;17.84999994
20;10;2017;6.00;17.68000011
20;10;2017;7.00;19.43333327
20;10;2017;8.00;25.92999992
20;10;2017;9.00;29.09333331
20;10;2017;10.00;31.63666655
20;10;2017;11.00;33.94999949
20;10;2017;12.00;35.84333293
20;10;2017;13.00;38.11999969
20;10;2017;14.00;38.4233331
20;10;2017;15.00;39.20333316
20;10;2017;16.00;39.16666641
20;10;2017;17.00;35.89333305
20;10;2017;18.00;31.66666654
20;10;2017;19.00;29.85333341
20;10;2017;20.00;28.3899999
20;10;2017;21.00;26.90999985
20;10;2017;22.00;25.62333336
20;10;2017;23.00;25.00333341
21;10;2017;0.00;23.52333323
21;10;2017;1.00;22.96666667
21;10;2017;2.00;22.47333323
21;10;2017;3.00;22.49333312
21;10;2017;4.00;22.49666659
21;10;2017;5.00;21.69666665
21;10;2017;6.00;21.70333373
21;10;2017;7.00;23.22999986
21;10;2017;8.00;25.12000001
21;10;2017;9.00;26.87000008
21;10;2017;10.00;28.74000009
21;10;2017;11.00;32.66666654
21;10;2017;12.00;34.413333
21;10;2017;13.00;37.10999972
21;10;2017;14.00;37.26666654
21;10;2017;15.00;37.17666626
21;10;2017;16.00;37.66333326
21;10;2017;17.00;35.68333321
21;10;2017;18.00;33.38999964
21;10;2017;19.00;31.39333324
21;10;2017;20.00;30.91333332
21;10;2017;21.00;30.40666688
21;10;2017;22.00;29.89333337
21;10;2017;23.00;28.53999977
22;10;2017;0.00;27.99333331
22;10;2017;1.00;26.01333319
22;10;2017;2.00;24.90000025
22;10;2017;3.00;24.12000001
22;10;2017;4.00;23.59333324
22;10;2017;5.00;23.08666668
22;10;2017;6.00;23.02333349
22;10;2017;7.00;23.7266667
22;10;2017;8.00;25.61666667
22;10;2017;9.00;28.37000008
22;10;2017;10.00;31.79666634
22;10;2017;11.00;33.913333
22;10;2017;12.00;37.45333316
22;10;2017;13.00;39.40333303
22;10;2017;14.00;38.78333321
22;10;2017;15.00;39.92333285
22;10;2017;16.00;38.2600001
22;10;2017;17.00;36.03999977
22;10;2017;18.00;32.01333319
22;10;2017;19.00;29.73666668
22;10;2017;20.00;27.82333323
22;10;2017;21.00;27.29333331
22;10;2017;22.00;26.68666693
22;10;2017;23.00;25.89999987
23;10;2017;0.00;24.53333314
23;10;2017;1.00;23.61999995
23;10;2017;2.00;22.82333361
23;10;2017;3.00;22.52666664
23;10;2017;4.00;21.47000001
23;10;2017;5.00;21.40333303
23;10;2017;6.00;22.1433335
23;10;2017;7.00;23.30999997
23;10;2017;8.00;25.39999994
23;10;2017;9.00;27.74999994
23;10;2017;10.00;29.16666641
23;10;2017;11.00;31.24666653
23;10;2017;12.00;32.46666622
23;10;2017;13.00;32.88666623
23;10;2017;14.00;32.73666649
23;10;2017;15.00;30.97666658
23;10;2017;16.00;28.82333336
23;10;2017;17.00;26.78999996
23;10;2017;18.00;25.45666669
23;10;2017;19.00;23.90333316
23;10;2017;20.00;23.20333347
23;10;2017;21.00;22.84666665
23;10;2017;22.00;22.59333369
23;10;2017;23.00;22.73666668
24;10;2017;0.00;22.82999961
24;10;2017;1.00;22.43666643
24;10;2017;2.00;22.2299998
24;10;2017;3.00;21.83666668
24;10;2017;4.00;21.50666669
24;10;2017;5.00;21.17999992
24;10;2017;6.00;20.98999996
24;10;2017;7.00;21.15000038
24;10;2017;8.00;21.38666623
24;10;2017;9.00;21.58333314
24;10;2017;10.00;22.29666672
24;10;2017;11.00;23.26999989
24;10;2017;12.00;23.73000018
24;10;2017;13.00;23.99333331
24;10;2017;14.00;24.74000015
24;10;2017;15.00;25.7066665
24;10;2017;16.00;25.8533336
24;10;2017;17.00;24.78666662
24;10;2017;18.00;23.68333333
24;10;2017;19.00;22.98999996
24;10;2017;20.00;22.69333337
24;10;2017;21.00;21.95999997
24;10;2017;22.00;21.72000046
24;10;2017;23.00;21.77333323
25;10;2017;0.00;21.61333377
25;10;2017;1.00;21.42333304
25;10;2017;2.00;21.32999935
25;10;2017;3.00;21.28666649
25;10;2017;4.00;21.08333365
25;10;2017;5.00;20.80999972
25;10;2017;6.00;20.85666701
25;10;2017;7.00;21.71333357
25;10;2017;8.00;23.41000004
25;10;2017;9.00;25.55666656
25;10;2017;10.00;27.49000009
25;10;2017;11.00;29.96333332
25;10;2017;12.00;31.40333335
25;10;2017;13.00;32.02333285
25;10;2017;14.00;32.68333333
25;10;2017;15.00;32.51666616
25;10;2017;16.00;32.51666616
25;10;2017;17.00;31.12999992
25;10;2017;18.00;28.27999992
25;10;2017;19.00;25.38333327
25;10;2017;20.00;24.2333334
25;10;2017;21.00;23.4233333
25;10;2017;22.00;22.50666637
25;10;2017;23.00;21.83999983
26;10;2017;0.00;20.96333351
26;10;2017;1.00;20.2033336
26;10;2017;2.00;19.63333333
26;10;2017;3.00;19.13666662
26;10;2017;4.00;18.75666656
26;10;2017;5.00;18.5266667
26;10;2017;6.00;18.24333344
26;10;2017;7.00;19.98666662
26;10;2017;8.00;23.62333336
26;10;2017;9.00;26.51666667
26;10;2017;10.00;28.44666653
26;10;2017;11.00;30.83999977
26;10;2017;12.00;31.6466664
26;10;2017;13.00;32.38333289
26;10;2017;14.00;33.7233331
26;10;2017;15.00;35.38999977
26;10;2017;16.00;35.79666659
26;10;2017;17.00;33.66666692
26;10;2017;18.00;29.93666655
26;10;2017;19.00;27.36666673
26;10;2017;20.00;25.91999982
26;10;2017;21.00;24.90666669
26;10;2017;22.00;23.80333366
26;10;2017;23.00;22.75333328
27;10;2017;0.00;22.30999985
27;10;2017;1.00;21.95666669
27;10;2017;2.00;21.73000024
27;10;2017;3.00;21.53333308
27;10;2017;4.00;20.96999995
27;10;2017;5.00;20.3233333
27;10;2017;6.00;20.29000041
27;10;2017;7.00;21.98000005
27;10;2017;8.00;26.57666651
27;10;2017;9.00;28.41000004
27;10;2017;10.00;30.64333318
27;10;2017;11.00;33.29666646
27;10;2017;12.00;32.80999991
27;10;2017;13.00;31.08999983
27;10;2017;14.00;31.34666653
27;10;2017;15.00;33.97666651
27;10;2017;16.00;33.93666623
27;10;2017;17.00;34.54999975
27;10;2017;18.00;32.22666626
27;10;2017;19.00;30.42666651
27;10;2017;20.00;29.28999996
27;10;2017;21.00;28.17999999
27;10;2017;22.00;26.8333334
27;10;2017;23.00;26.35333309
28;10;2017;0.00;25.83333321
28;10;2017;1.00;26.33999983
28;10;2017;2.00;25.04333356
28;10;2017;3.00;24.52666677
28;10;2017;4.00;24.46999982
28;10;2017;5.00;25.05333373
28;10;2017;6.00;24.05666676
28;10;2017;7.00;24.12333323
28;10;2017;8.00;23.51333332
28;10;2017;9.00;23.21333338
28;10;2017;10.00;25.00999997
28;10;2017;11.00;26.84666659
28;10;2017;12.00;28.9899999
28;10;2017;13.00;29.90333335
28;10;2017;14.00;31.30999978
28;10;2017;15.00;32.04666621
28;10;2017;16.00;33.09999962
28;10;2017;17.00;34.35666631
28;10;2017;18.00;32.4100001
28;10;2017;19.00;29.39999994
28;10;2017;20.00;26.76000029
28;10;2017;21.00;25.78333308
28;10;2017;22.00;24.64666653
28;10;2017;23.00;23.66666686
29;10;2017;0.00;23.11000017
29;10;2017;1.00;22.45999985
29;10;2017;2.00;21.97999992
29;10;2017;3.00;21.57000014
29;10;2017;4.00;21.51999989
29;10;2017;5.00;21.39333318
29;10;2017;6.00;21.46999989
29;10;2017;7.00;22.75666669
29;10;2017;8.00;25.48333327
29;10;2017;9.00;30.27999986
29;10;2017;10.00;32.85333341
29;10;2017;11.00;34.4
29;10;2017;12.00;36.50666669
29;10;2017;13.00;36.28666636
29;10;2017;14.00;26.0399999
29;10;2017;15.00;28.86000004
29;10;2017;16.00;29.11333313
29;10;2017;17.00;27.76333319
29;10;2017;18.00;26.07000014
29;10;2017;19.00;25.1833334
29;10;2017;20.00;24.70666733
29;10;2017;21.00;24.4566665
29;10;2017;22.00;24.27666626
29;10;2017;23.00;24.40333335
30;10;2017;0.00;24.09333324
30;10;2017;1.00;23.67666664
30;10;2017;2.00;23.35666669
30;10;2017;3.00;22.95666663
30;10;2017;4.00;22.67000014
30;10;2017;5.00;22.76333357
30;10;2017;6.00;22.70999985
30;10;2017;7.00;23.32000027
30;10;2017;8.00;24.09666646
30;10;2017;9.00;23.21333338
30;10;2017;10.00;25.00999997
30;10;2017;11.00;26.84666659
30;10;2017;12.00;28.9899999
30;10;2017;13.00;29.90333335
30;10;2017;14.00;31.30999978
30;10;2017;15.00;32.04666621
30;10;2017;16.00;33.09999962
30;10;2017;17.00;34.35666631
30;10;2017;18.00;32.4100001
30;10;2017;19.00;29.39999994
30;10;2017;20.00;26.76000029
30;10;2017;21.00;25.78333308
30;10;2017;22.00;24.64666653
30;10;2017;23.00;23.66666686
31;10;2017;0.00;23.11000017
31;10;2017;1.00;22.45999985
31;10;2017;2.00;21.97999992
31;10;2017;3.00;21.57000014
31;10;2017;4.00;21.51999989
31;10;2017;5.00;21.39333318
31;10;2017;6.00;21.46999989
31;10;2017;7.00;22.75666669
31;10;2017;8.00;25.48333327
31;10;2017;9.00;30.27999986
31;10;2017;10.00;31.56000023
31;10;2017;11.00;33.213333
31;10;2017;12.00;35.32666639
31;10;2017;13.00;35.75666593
31;10;2017;14.00;36.21999969
31;10;2017;15.00;30.44999987
31;10;2017;16.00;25.40000025
31;10;2017;17.00;24.78999996
31;10;2017;18.00;24.41999969
31;10;2017;19.00;23.35000013
31;10;2017;20.00;22.60666701
31;10;2017;21.00;22.47999992
31;10;2017;22.00;22.10666695
31;10;2017;23.00;21.81333332
1;11;2017;0.00;21.47333323
1;11;2017;1.00;21.30999978
1;11;2017;2.00;21.10000038
1;11;2017;3.00;20.98666662
1;11;2017;4.00;20.91999969
1;11;2017;5.00;20.92666639
1;11;2017;6.00;20.94666646
1;11;2017;7.00;21.25666688
1;11;2017;8.00;21.85333328
1;11;2017;9.00;22.08333365
1;11;2017;10.00;22.51666705
1;11;2017;11.00;22.83666674
1;11;2017;12.00;23.77333342
1;11;2017;13.00;24.32333368
1;11;2017;14.00;24.39666678
1;11;2017;15.00;23.67000001
1;11;2017;16.00;23.2766662
1;11;2017;17.00;22.24666691
1;11;2017;18.00;22.13666719
1;11;2017;19.00;21.0833334
1;11;2017;20.00;20.49333337
1;11;2017;21.00;20.73333346
1;11;2017;22.00;20.53333321
1;11;2017;23.00;19.90000019
2;11;2017;0.00;19.5933335
2;11;2017;1.00;19.69000009
2;11;2017;2.00;19.43666674
2;11;2017;3.00;19.25666707
2;11;2017;4.00;18.95666656
2;11;2017;5.00;18.77666664
2;11;2017;6.00;18.72666658
2;11;2017;7.00;19.31333326
2;11;2017;8.00;21.50666663
2;11;2017;9.00;22.47000008
2;11;2017;10.00;23.17333323
2;11;2017;11.00;23.68666655
2;11;2017;12.00;24.53333346
2;11;2017;13.00;24.73666649
2;11;2017;14.00;24.56333338
2;11;2017;15.00;24.2899999
2;11;2017;16.00;23.81999982
2;11;2017;17.00;23.20333316
2;11;2017;18.00;22.42333349
2;11;2017;19.00;21.88333289
2;11;2017;20.00;21.69000072
2;11;2017;21.00;21.56333357
2;11;2017;22.00;21.43333308
2;11;2017;23.00;21.11999976
3;11;2017;0.00;20.5799998
3;11;2017;1.00;20.31333307
3;11;2017;2.00;20.14666697
3;11;2017;3.00;19.9
3;11;2017;4.00;19.38999964
3;11;2017;5.00;19.46333319
3;11;2017;6.00;19.37999973
3;11;2017;7.00;21.40666669
3;11;2017;8.00;23.27333342
3;11;2017;9.00;23.99000015
3;11;2017;10.00;25.47000014
3;11;2017;11.00;27.25333322
3;11;2017;12.00;29.25666656
3;11;2017;13.00;30.74333324
3;11;2017;14.00;31.38666668
3;11;2017;15.00;31.44333324
3;11;2017;16.00;31.0566665
3;11;2017;17.00;29.88666687
3;11;2017;18.00;27.16999989
3;11;2017;19.00;24.55666663
3;11;2017;20.00;23.33666674
3;11;2017;21.00;22.59666653
3;11;2017;22.00;21.55999991
3;11;2017;23.00;21.04999994
4;11;2017;0.00;20.25999991
4;11;2017;1.00;19.84999994
4;11;2017;2.00;19.53666662
4;11;2017;3.00;19.20333335
4;11;2017;4.00;19.10000019
4;11;2017;5.00;18.82666639
4;11;2017;6.00;18.92999999
