date,rad,tmin,tmax,rh,soilm,wdir,ws_avg,pp
10/10/2013,28.03,18.77,37.82,24.5,0.1,69.62,3.41,0
10/11/2013,26.97,19.01,38.35,22.44,0.1,74.88,3.51,0
10/12/2013,26.95,19.27,38.77,20.06,0.1,85.94,2.2,0
10/13/2013,23.01,21.41,40.27,17.12,0.1,99.31,2,0
10/14/2013,23.61,21.87,40.32,17.69,0.09,103.44,1.8,0
10/15/2013,20.25,24.76,37.08,31.5,0.09,77.06,4.53,0
10/16/2013,25.95,21.37,39.11,34.44,0.09,79.31,3.75,0
10/17/2013,28.98,19.58,38.88,25.81,0.09,88.62,3.37,0
10/18/2013,28.66,19.77,39.79,22.81,0.09,60.38,3.4,0
10/19/2013,26.77,20.55,40.78,16.06,0.09,48.31,3.2,0
10/20/2013,22.1,22.05,40.22,21.06,0.11,38.38,3.58,0
10/21/2013,22.33,22.93,38.58,26.44,0.12,161.38,1.56,0
10/22/2013,17.27,25.98,37.59,24.44,0.12,177.62,2.87,0
10/23/2013,24.87,22.41,35.43,26.12,0.11,104.69,4.07,0
10/24/2013,22.48,21.19,33.11,45.75,0.12,64.5,4.75,0
10/25/2013,22.58,19.02,34.51,43.94,0.14,68.38,2.89,0
10/26/2013,25.45,21.91,38.57,29.44,0.13,77.12,2.98,0
10/27/2013,26.67,22.74,38.9,26.12,0.13,89.44,2.21,0
10/28/2013,25.89,23.72,39.49,28.5,0.16,79.88,2.77,0
10/29/2013,26.63,24.76,39.81,25.94,0.16,70.19,2.92,0
10/30/2013,24.7,23.01,40.26,29.25,0.2,211.56,3.16,14.28305244
10/31/2013,23.35,24.33,36.27,36.44,0.2,279.88,3.86,0
11/01/2013,24.71,22.84,38.9,36.75,0.27,323.75,3.88,0
11/02/2013,21.9,21.36,30.1,63.12,0.62,183.56,1.73,0
11/03/2013,17.75,21.06,32.42,50.75,0.47,86.5,2.6,3.808769941
11/04/2013,24.7,20.12,28.85,61.19,0.45,86.81,3.48,0
11/05/2013,17.04,19.4,30.69,58.19,0.46,113.12,2.52,11.42630959
11/06/2013,16.08,20.33,34.06,51.75,0.45,157.38,1.88,4.407225132
11/07/2013,24.28,20.87,35.16,47.06,0.42,179.19,1.27,4.407225132
11/08/2013,14.01,23.28,36.15,48.94,0.41,179.69,2.01,8.814450264
11/09/2013,23.24,21.59,33.66,53.94,0.41,102.06,1.75,0
11/10/2013,23.64,21.88,33.88,54,0.41,55.69,1.77,0
11/11/2013,25.48,21.73,35.25,48.88,0.4,53.88,2.68,0
11/12/2013,24.78,20.4,36.98,42.94,0.38,67,3.03,0
11/13/2013,25.29,20.44,38.95,36.19,0.34,67,2.79,0
11/14/2013,25.52,22.57,39.37,31.31,0.3,65.88,3.32,0
11/15/2013,26.57,21.55,39.62,27.88,0.28,50.5,3.12,0
11/16/2013,26.58,22.01,39.9,25.56,0.26,50.25,2.62,0
11/17/2013,23.38,22.62,39.66,26.88,0.26,116.88,1.42,0
11/18/2013,26.25,23.83,39.23,34.25,0.25,271.69,1.88,1.280115724
11/19/2013,21.68,23.7,35.41,46.88,0.3,96.5,2.34,2.560231447
11/20/2013,21.95,21.73,30.58,68.38,0.58,181.5,2.45,1.280115724
11/21/2013,14.41,21.27,29.24,73.62,0.5,190.38,1.99,9.674165726
11/22/2013,18.65,20.75,30.12,70.5,0.48,93.44,2.13,3.224722385
11/23/2013,15.25,19.79,31.1,68.5,0.48,90.69,2.73,3.224722385
11/24/2013,17.03,19.27,30.72,65.88,0.48,81.81,2.54,6.449444771
11/25/2013,26.3,20.19,29.81,63.75,0.49,66.44,2.89,0
11/26/2013,29.84,16.46,34.26,52.44,0.45,70.75,2.05,0
11/27/2013,28.92,17.37,36.55,44.62,0.42,72.31,1.92,0
11/28/2013,29.25,19.1,38.08,40,0.4,62.06,2.99,0
11/29/2013,27.76,19.63,37.43,40.44,0.39,49.44,2.98,0
11/30/2013,18.7,20.57,36.23,43.06,0.38,56.94,2.54,5.044093132
12/01/2013,27.3,21.15,38.87,35.5,0.35,59.38,3.27,0
12/02/2013,25.83,22.83,38.05,39,0.35,73.25,3.99,0
12/03/2013,26.68,21.83,34.38,52.81,0.48,90.31,2.41,1.799511909
12/04/2013,26.66,21.17,32.59,60.5,0.53,153.75,1.96,3.599023819
12/05/2013,18.75,20.65,31.31,62.19,0.56,126,2.75,5.398535252
12/06/2013,20.71,19.77,29.12,71.62,0.52,83.12,2.54,1.351744652
12/07/2013,17.15,19.84,29.64,68.75,0.52,67.62,2.87,4.055233955
12/08/2013,10.99,19.2,30.33,67.12,0.52,85.5,2.34,2.703489304
12/09/2013,17.94,18.77,33.44,59.38,0.49,95.81,2.03,0
12/10/2013,17.65,20.76,32.12,63.25,0.5,201.19,2,6.758723259
12/11/2013,12.21,20.2,29.51,71.56,0.52,170.38,1.16,13.28071785
12/12/2013,12.05,20.94,26.49,77.88,0.58,56.38,1.48,13.28071785
12/13/2013,8.99,19.66,27.65,76.31,0.55,170.12,1.24,4.426905632
12/14/2013,16.38,19.71,28.17,76.56,0.6,79.44,1.17,8.853811264
12/15/2013,12.95,20.44,28.36,77.38,0.61,144.56,2.06,13.28071785
12/16/2013,12.77,19.75,27.35,79.62,0.63,145.88,1.29,7.183674812
12/17/2013,16.27,20.23,26.55,81.94,0.64,173,1.07,7.183674812
12/18/2013,16.28,20.05,26.83,80.94,0.7,101.31,1.25,7.183674812
12/19/2013,22.18,19.35,27.9,81.69,0.7,53.81,1.22,14.36734962
12/20/2013,12.52,19.94,26.95,83.56,0.66,112,2.02,21.55102539
12/21/2013,20.46,18.79,26.8,84.5,0.7,100.31,2.31,4.435371399
12/22/2013,26.65,19.83,29.15,78.81,0.71,105.75,1.41,2.217685699
12/23/2013,27.47,20.86,31.23,68.44,0.63,191.25,1.02,2.217685699
12/24/2013,29.83,20.01,30.57,71.75,0.61,68.25,1.34,0
12/25/2013,27.46,19.79,31.67,68.31,0.6,99.88,1.79,0
12/26/2013,25.74,20.41,32.13,70.62,0.59,196.5,1.52,0
12/27/2013,25.67,21.03,28.54,73.62,0.62,199.94,1.12,3.807334185
12/28/2013,23.95,20.32,28.26,80.25,0.68,149.06,1.03,0
12/29/2013,22.99,20.72,27.4,82.88,0.7,83.81,2.09,7.614668369
12/30/2013,16.85,20.56,25.12,89.5,0.79,138.88,1.62,11.42200279
12/31/2013,16.9,20.05,25.3,90.5,0.84,94,1.61,15.22933674
01/01/2014,9.82,20.23,26.37,90.19,0.84,81.5,2.66,34.7722702
01/02/2014,13.61,20.78,26.3,90.44,0.88,87.19,2.92,26.07920456
01/03/2014,13.27,20.37,25.17,91.38,0.87,113.44,2.43,26.07920456
01/04/2014,13.71,19.98,26.12,88.88,0.84,220.88,4.02,26.07920456
01/05/2014,19.56,19.67,27.62,85.31,0.81,292.12,4.16,4.346533775
01/06/2014,28.36,19.02,30.54,77.69,0.78,291.38,2.09,0
01/07/2014,28.36,19.16,30.03,76.44,0.77,271.88,1.82,0
01/08/2014,25.63,20.03,29.75,70.62,0.77,222.06,0.72,1.797887921
01/09/2014,25.98,20.98,29.28,69.94,0.77,221.75,0.65,0
01/10/2014,26.25,20.76,27.73,77.69,0.77,211.88,0.89,1.797887921
01/11/2014,20.35,20.12,28.18,81.38,0.76,167.44,1.27,4.044540882
01/12/2014,21.15,19.45,28.54,81.88,0.75,97.81,2.02,6.066811562
01/13/2014,26.83,19.69,28.15,82.94,0.75,108.81,2.29,0
01/14/2014,22.2,18.81,27.79,85,0.77,72.88,2.27,2.022270441
01/15/2014,26.81,18.63,28.48,81.12,0.74,59.44,1.57,0
01/16/2014,27.61,18.95,28.75,74.31,0.73,95.56,1.02,0
01/17/2014,27.26,19.55,29.54,65.38,0.71,149.44,1.12,0
01/18/2014,28.72,19.19,30.07,69,0.7,187.75,1.17,0
01/19/2014,29.63,15.98,30.27,69,0.69,88.69,1.42,0
01/20/2014,30.32,16.79,30.5,70.25,0.68,86.94,1.61,0
01/21/2014,29.1,16.84,30.26,73.69,0.68,91.69,1.31,0
01/22/2014,26.35,18.72,29.01,75.38,0.7,92.44,1.92,0
01/23/2014,26.49,18.73,29.08,73.62,0.72,95.31,1.15,0
01/24/2014,24.42,20.37,27.84,78.19,0.71,125.56,1.27,0
01/25/2014,25.01,20.4,26.36,84.5,0.7,173.62,1.22,12.84110641
01/26/2014,18.03,18.87,28.41,79.81,0.7,190.75,0.86,9.832409859
01/27/2014,15.51,20.19,25.37,88,0.79,335.06,1.23,6.55493927
01/28/2014,19.49,19.99,26.13,88.5,0.77,215.81,1.92,6.55493927
01/29/2014,12.5,20.33,25.19,90.62,0.79,184.44,2.73,6.55493927
01/30/2014,13.67,19.4,27.32,86.06,0.78,275.44,3.01,13.10987854
01/31/2014,20.18,19.05,26.91,83.5,0.77,160.31,2.44,0
02/01/2014,16.08,18.9,28.08,83.19,0.73,323.88,1.87,12.38404465
02/02/2014,23.4,19.68,27.92,81.69,0.73,310.94,1.27,0
02/03/2014,11.42,19.9,27.96,79.12,0.73,147.56,0.67,12.38404465
02/04/2014,20.08,20.04,27.15,85.88,0.77,286.06,0.95,8.256030083
02/05/2014,12.99,19.67,27.13,84.44,0.74,258,1.64,12.38404465
02/06/2014,25.79,19.59,29.08,82.44,0.73,281.75,2.59,4.283424377
02/07/2014,19.32,20.46,26.9,88.12,0.73,289.62,2.61,4.283424377
02/08/2014,20.48,19.31,26.11,87.31,0.74,315.94,1.7,4.283424377
02/09/2014,21.52,18.69,27.47,83.38,0.76,318.69,2.3,8.566848755
02/10/2014,13.77,18.89,27.32,86.75,0.76,209.06,0.77,4.283424377
02/11/2014,8.76,20.53,24.76,89.19,0.74,206.12,1.12,6.980148315
02/12/2014,14.25,19.31,27.61,84,0.73,151.44,1.98,13.96029663
02/13/2014,24.4,18.94,28.22,78.25,0.72,160.06,2.05,6.980148315
02/14/2014,28.29,17.09,28.17,77.31,0.71,124.62,1.67,0
02/15/2014,21.67,17.8,26.66,80.69,0.7,109.56,2.71,0
02/16/2014,24.25,17.68,27.4,78.69,0.69,113.38,2.33,0
02/17/2014,27.46,16.7,28.44,78.31,0.68,99.12,2.21,0
02/18/2014,26.5,18.03,27.82,81,0.67,81.62,1.8,5.925587177
02/19/2014,26.44,17.58,28.93,73.31,0.66,199.25,0.91,0
02/20/2014,27.22,17.73,30.05,67.69,0.66,93.56,0.91,0
02/21/2014,27.84,17.58,30.76,72.5,0.64,70.75,2,0
02/22/2014,18.45,18.55,27.95,81.5,0.64,91.31,2.73,5.943002224
02/23/2014,19.72,19.98,27.38,83.12,0.64,84.94,2.56,0
02/24/2014,21.46,19.01,25.96,84.88,0.66,59.81,1.7,5.943002224
02/25/2014,20.5,20.03,28.5,81.94,0.71,132.38,0.62,5.943002224
02/26/2014,20.93,19.58,28.19,82.88,0.7,66.69,1.41,1.69522202
02/27/2014,19.06,19.73,27.19,85.25,0.73,70.81,1.59,3.39044404
02/28/2014,22.3,19.28,28.26,81.81,0.74,79.19,1.42,0
03/01/2014,17.93,20.57,25.29,90.06,0.7,221.19,1.35,0
03/02/2014,13.81,19.56,27.26,87.69,0.79,166.06,2.16,19.38538742
03/03/2014,4.92,19.89,24.56,90.5,0.75,273.12,1.54,31.01662064
03/04/2014,18.46,19.04,27.62,82.38,0.74,168.56,1.32,3.877077579
03/05/2014,17.46,19.68,27.12,85,0.77,95.94,1.02,7.754155159
03/06/2014,23.16,20.03,28.73,81.69,0.73,73.12,1.72,5.571805
03/07/2014,12.93,19.74,26.22,84.38,0.72,67.12,1.56,11.14361
03/08/2014,16.46,17.79,28.69,78.38,0.7,73.44,1.37,11.14361
03/09/2014,21.53,19.3,27.08,85.06,0.73,46.25,1.84,5.571805
03/10/2014,17.52,19.05,27.12,84.19,0.73,27.38,1.44,27.85902596
03/11/2014,19.45,18.64,27.08,85.31,0.83,81.5,1.29,4.305119514
03/12/2014,13.78,19.76,26.02,89,0.78,161.19,1.49,12.91535854
03/13/2014,21.07,18.94,27.33,83.12,0.74,180.06,1.34,4.305119514
03/14/2014,20.02,19.17,27.7,82.88,0.74,74.38,2.32,4.305119514
03/15/2014,20.83,17.83,27.35,83.25,0.73,87.5,2.03,4.305119514
03/16/2014,24.5,19.01,27.44,82.75,0.72,78.19,1.77,0
03/17/2014,25.01,18.05,28.9,80.62,0.71,71,1.55,2.12565732
03/18/2014,26,17.69,29.69,76.88,0.7,74.94,1.3,1.859950304
03/19/2014,24.83,17.82,29.72,76.38,0.69,81.19,1.2,0
03/20/2014,24.44,18.24,30.48,74,0.68,79.12,1.21,0
03/21/2014,23.2,19.78,28.96,77.56,0.67,68.62,1.63,0
03/22/2014,22.94,18.6,25.55,82.19,0.68,89.81,2.34,0
03/23/2014,24.88,16.96,28.97,77.19,0.66,76.75,1.9,0
03/24/2014,25.42,17.98,29.03,77.06,0.64,69.31,2.3,0
03/25/2014,24.52,16.03,29.47,70.75,0.63,95,1.42,0
03/26/2014,22.58,17.71,29.25,73,0.62,88.62,1.2,0
03/27/2014,21.93,17.44,30.01,70.69,0.61,123.81,1.4,0
03/28/2014,22.5,17.03,29.11,69.31,0.6,118.81,1.76,0
03/29/2014,23.47,16.72,28.64,73.44,0.59,124.5,1.55,0
03/30/2014,23.31,16.54,29.3,69.69,0.58,123.69,0.99,0
03/31/2014,22.2,16.99,30.18,63.88,0.57,115,1.12,0
04/01/2014,21.3,19.37,29.19,64.88,0.56,188.31,0.63,0
04/02/2014,16.16,18.43,30.91,58.81,0.55,141.5,0.77,14.34366417
04/03/2014,19.96,18.76,31.98,61.31,0.55,84.75,1.19,0
04/04/2014,22.89,17.97,32.18,64.06,0.54,66.88,1.66,0
04/05/2014,15.85,18.74,31.33,66.69,0.53,87.81,1.73,0
04/06/2014,22.87,19.19,30.42,65.94,0.52,101.12,2.6,0
04/07/2014,22.91,17.69,28.71,70.06,0.55,101.19,2.77,0
04/08/2014,21.04,15.55,26.66,73,0.61,99.81,2.51,0
04/09/2014,20.87,14.87,27.63,72,0.55,96.94,2,0
04/10/2014,13.15,16.37,21.74,83.81,0.62,102.19,3.26,0
04/11/2014,9.55,15.33,20.8,87.5,0.62,110.69,3.16,0
04/12/2014,7.5,15.36,23.32,84.75,0.61,117.38,2.83,0
04/13/2014,17.38,16.39,27.62,76.69,0.59,105.75,2.51,0
04/14/2014,21.77,14.62,29.08,69.75,0.56,107.88,1.39,0
04/15/2014,19.78,16,28.97,69.38,0.55,151.62,1.32,0
04/16/2014,22.46,16.15,30.12,64,0.54,139.81,1.36,0
04/17/2014,22.09,17.55,28.36,66.88,0.53,106.94,2.23,0
04/18/2014,20.23,15.19,28.77,68.88,0.52,90.5,2.3,0
04/19/2014,22.03,14.28,28.83,69.75,0.52,81.31,2.09,0
04/20/2014,23.21,14.42,29.7,66,0.52,90.75,1.59,0
04/21/2014,22,14.2,29.74,62.44,0.52,80.75,1.1,0
04/22/2014,20,15.68,29.35,65.75,0.54,136.94,1.3,0
04/23/2014,21.28,16.11,30.98,59,0.52,193.19,1.05,0
04/24/2014,13.78,18.23,30.44,62.94,0.52,102.5,0.89,0
04/25/2014,15.9,18.55,30.58,70.06,0.53,82.81,0.98,0
04/26/2014,14.95,18.8,27.48,74.06,0.55,100.5,2.15,0
04/27/2014,16.92,17.23,29.03,72.06,0.53,134.62,1.58,0
04/28/2014,22.15,15.33,30.65,56.06,0.5,108.12,2.26,0
04/29/2014,22.51,12.52,29.86,60.31,0.49,99.88,1.57,0
04/30/2014,22.38,13.83,30.27,61.69,0.49,88.69,1.66,0
05/01/2014,21.96,12.55,30.74,56.94,0.48,70.44,1.77,0
05/02/2014,22.06,12.71,31.1,57.56,0.48,69.88,2.2,0
05/03/2014,22.22,12.23,30.33,55,0.48,66.06,2.45,0
05/04/2014,21.29,11.51,29.55,55.12,0.47,59.12,1.84,0
05/05/2014,21.53,12.93,30.1,54.88,0.47,78.31,1.86,0
05/06/2014,19.86,14.11,30.19,57.31,0.46,81.25,2.81,0
05/07/2014,20.26,15.74,28.84,62.69,0.46,83.19,2.66,0
05/08/2014,20.43,13.32,29.12,60.62,0.45,68.06,1.81,0
05/09/2014,20.78,13.69,30.14,53.31,0.44,86.06,1.25,0
05/10/2014,19.67,15.15,30.61,51.69,0.43,78.25,1.49,0
05/11/2014,19.5,16.94,30.58,50.81,0.41,111.25,1,0
05/12/2014,19.24,17.44,31.24,45.75,0.4,141.38,1.49,0
05/13/2014,21.12,12.64,30.67,38.56,0.38,159.44,2.13,0
05/14/2014,21.12,10.5,31.47,34.56,0.37,115.31,1.75,0
05/15/2014,20.89,12.19,30.61,49.38,0.35,104.75,1.55,0
05/16/2014,20.54,12.6,30.46,51.38,0.34,102.69,1.32,0
05/17/2014,18.71,12.71,30.76,48.31,0.34,114.44,1.1,0
05/18/2014,19.74,13.37,31.44,47.94,0.33,79.94,2.37,0
05/19/2014,19.47,14.74,29.15,53.38,0.32,68.5,3.15,0
05/20/2014,19.83,13.78,29.44,58.44,0.31,33.56,2.4,0
05/21/2014,18.37,13.59,31.38,54.88,0.3,88.12,1.71,0
05/22/2014,19.67,15.1,31.67,47.81,0.3,82.62,2.87,0
05/23/2014,18.49,15.58,28.64,56.69,0.29,87.81,3.22,0
05/24/2014,17.17,12.43,27.84,53.25,0.29,78.94,2.07,0
05/25/2014,14.17,12.98,28.76,49.56,0.28,90,2.09,0
05/26/2014,17.69,12.73,29.08,44.19,0.27,109.44,1.7,0
05/27/2014,19.86,11.11,29.83,33.5,0.27,109.38,1.53,0
05/28/2014,19.73,11.91,29.88,38.44,0.26,149.38,1.11,0
05/29/2014,19.13,12.37,29.73,50.5,0.25,118.19,1.45,0
05/30/2014,19.76,12.87,29.9,41.31,0.25,113.44,1.73,0
05/31/2014,19.96,11.08,30.35,33.12,0.24,105.38,2.08,0
06/01/2014,19.28,11.37,29.79,38.06,0.23,80.06,1.29,0
06/02/2014,17.03,13.33,30.26,41.12,0.23,157.94,1.23,0
06/03/2014,18.4,14.08,30.94,36.44,0.23,171.5,1.18,0
06/04/2014,17.57,14.37,31.05,40.19,0.23,192.19,1.42,0
06/05/2014,15.66,17.42,32.3,37.12,0.23,253.44,2.29,0
06/06/2014,19.97,8.51,23.42,28.25,0.22,173.81,3.98,0
06/07/2014,19.94,3.73,24.73,24.56,0.22,114.19,2.59,0
06/08/2014,18.96,7.76,26.37,40.75,0.22,78.38,2.58,0
06/09/2014,17.91,10.09,27.3,50.25,0.22,56.5,2.24,0
06/10/2014,18.82,10.45,28.19,49,0.22,99.25,2.12,0
06/11/2014,18.78,10.76,27.79,48.56,0.21,99.62,2.8,0
06/12/2014,16.66,10.94,26.67,49.81,0.21,97.31,3.09,0
06/13/2014,17.79,10.62,27.69,47.88,0.21,72.31,2.06,0
06/14/2014,18.48,10.92,27.98,45.69,0.21,107.06,1.13,0
06/15/2014,18.87,12.02,28.82,37.38,0.21,121.44,1.01,0
06/16/2014,18.75,11.14,29.64,33.81,0.2,107.06,1.7,0
06/17/2014,18.99,11.44,30.55,31.19,0.2,95.31,1.95,0
06/18/2014,18.36,11.11,29.9,39.38,0.2,93.62,1.62,0
06/19/2014,18.54,11.47,29.19,35.69,0.2,117.06,2.25,0
06/20/2014,19.01,10.12,26.87,28.81,0.2,107.88,3.34,0
06/21/2014,15.81,9.7,24.51,49,0.2,88.75,3.88,0
06/22/2014,17.12,9.96,25.21,55.19,0.2,87.25,3.38,0
06/23/2014,16.44,10.56,25.47,56.88,0.2,78,3.09,0
06/24/2014,14.46,10.73,27.21,58.12,0.2,71.31,2.55,0
06/25/2014,18.64,11.11,28.16,50.44,0.2,67.94,1.97,0
06/26/2014,18.22,9.85,28.33,40.94,0.2,56,1.64,0
06/27/2014,18.7,10.58,28.97,38.69,0.2,92.25,1.84,0
06/28/2014,18.72,10.68,29.34,33.81,0.19,88.81,1.98,0
06/29/2014,16.97,12.44,27.01,50.31,0.19,92.88,2.66,0
06/30/2014,14.32,11.61,26.5,53.06,0.2,92.75,2.68,0
07/01/2014,13.68,11.65,26.6,50.06,0.2,83.94,2.39,0
07/02/2014,17.61,10.79,27.1,46.12,0.19,89.19,1.9,0
07/03/2014,18.21,9.6,26.94,47.12,0.19,102.25,1.29,0
07/04/2014,18.41,10.66,27.72,46,0.19,110.69,1.33,0
07/05/2014,18.57,10.19,28.47,46.94,0.19,107,1.31,0
07/06/2014,18.49,11.14,29.54,39.44,0.19,124.69,1.42,0
07/07/2014,18.59,12.07,30.51,36,0.18,128.56,1.18,0
07/08/2014,18.99,10.92,29.73,30.06,0.18,161.94,2.77,0
07/09/2014,19.51,8.48,28.1,30.44,0.18,150.88,2.67,0
07/10/2014,18.89,7.8,27.48,37.88,0.18,118.5,2.73,0
07/11/2014,19.56,9.7,25.95,46.25,0.18,85.75,3.05,0
07/12/2014,19.62,7.73,26.14,42.88,0.18,67.94,2.14,0
07/13/2014,19.76,8.12,27.51,42.06,0.18,91,1.89,0
07/14/2014,19.43,9.36,28.39,31.75,0.18,103.38,2.23,0
07/15/2014,19.54,8.83,25.96,35.88,0.17,94.81,3,0
07/16/2014,19.62,8.36,25.74,45.88,0.18,84.88,2.85,0
07/17/2014,19.87,8.19,26.83,40.5,0.17,61.06,1.94,0
07/18/2014,20.12,8.21,28.32,35.38,0.17,133,1.35,0
07/19/2014,20.05,9.86,29.73,23.19,0.17,157.94,1.59,0
07/20/2014,20.14,9.51,29.69,26.31,0.17,125.38,2.55,0
07/21/2014,19.48,8.65,29.55,30.56,0.17,103.94,2.66,0
07/22/2014,19.33,11.05,28.74,43.81,0.17,91.62,2.41,0
07/23/2014,20.04,9.95,28.68,42.25,0.17,91.62,2.08,0
07/24/2014,20.44,9.78,29.3,39.38,0.16,88.88,1.65,0
07/25/2014,20.59,10.23,29.8,31.81,0.16,132.31,1,0
07/26/2014,19.93,10.02,30.11,26.12,0.16,125.44,1.62,0
07/27/2014,19.8,10.05,30.12,26.75,0.16,150.06,2.72,0
07/28/2014,18.01,9.54,30.44,30.5,0.16,98.19,2.45,0
07/29/2014,17.44,13.65,28.4,43.5,0.16,86.5,4.45,0
07/30/2014,19.28,14.33,27.72,46.81,0.16,87.75,3.45,0
07/31/2014,19.63,12.49,28.6,44.25,0.16,84.69,2.61,0
08/01/2014,17.96,12.19,29.37,36.38,0.16,102.94,2.11,0
08/02/2014,19.91,11.87,30.12,35.38,0.16,92.5,1.95,0
08/03/2014,20.57,12.54,29.68,36.94,0.16,81,2.44,0
08/04/2014,20.42,11.85,29.24,36.38,0.16,93.75,1.67,0
08/05/2014,21.18,11.84,30.73,33.19,0.16,95.44,1.92,0
08/06/2014,21.39,10.96,31.01,28.31,0.16,62.5,2.11,0
08/07/2014,19.52,12.44,31.72,32.5,0.16,52,2.45,0
08/08/2014,17.42,14.05,31.96,38.5,0.16,71.94,2.84,0
08/09/2014,19.71,15.47,31.63,40.75,0.16,74,2.88,0
08/10/2014,21.11,13.52,32.02,33.69,0.16,88.94,2.75,0
08/11/2014,21.6,13.62,30.77,32.25,0.15,78.12,2.98,0
08/12/2014,21.39,13.7,30.95,35.69,0.15,89.06,2.88,0
08/13/2014,21.22,13.05,30.33,37.88,0.15,87.38,2.4,0
08/14/2014,21.8,13.58,30.8,33.62,0.15,102.31,2.38,0
08/15/2014,21.86,13.46,30.71,33.31,0.15,108.38,2.5,0
08/16/2014,18.72,14.44,29.37,37.38,0.15,84.94,3.84,0
08/17/2014,19.82,15.34,27.37,50.12,0.15,92.5,3.81,0
08/18/2014,22.19,14.21,30.5,38.12,0.15,87.06,2.95,0
08/19/2014,22.72,13.58,31.65,37.69,0.15,80.5,3,0
08/20/2014,22.88,13.85,32.51,32.31,0.15,67.75,2.31,0
08/21/2014,21.83,14.25,33.38,30.31,0.14,141.56,1.62,0
08/22/2014,22.07,17.98,34.51,23.88,0.14,158.31,2.46,0
08/23/2014,23.07,13.51,32.72,12.69,0.14,177.56,3.48,0
08/24/2014,24.7,10.17,32.39,8.12,0.14,160.31,2.71,0
08/25/2014,25.09,9.3,31.98,7.94,0.13,131.25,2.34,0
08/26/2014,24.87,8.13,32.83,13.94,0.13,98.12,2.58,0
08/27/2014,23.44,11.73,33.44,23.69,0.13,76.06,2.19,0
08/28/2014,22.3,12.6,34.13,21.75,0.13,141.88,1.77,0
08/29/2014,23.08,12.76,30.59,15.44,0.13,165.25,4.05,0
08/30/2014,24.02,8.73,31.25,12.12,0.13,132.81,3.23,0
08/31/2014,21.81,11.87,31.42,27.38,0.13,90,3.64,0
09/01/2014,22.68,12.29,29.86,35.81,0.13,95,3.28,0
09/02/2014,24.1,12.16,28.45,27.69,0.13,114.62,3.59,0
09/03/2014,24.11,10.98,28.8,29.81,0.13,110.88,3.63,0
09/04/2014,24.81,12.5,28.87,34.12,0.13,107.44,3.58,0
09/05/2014,24.78,12.51,28.82,36.25,0.13,100.31,3.42,0
09/06/2014,24.78,12.67,30.61,36.5,0.13,95.19,3.11,0
09/07/2014,24.99,12.64,32.38,33.44,0.13,91.88,2.74,0
09/08/2014,25.12,13.83,33.68,30.81,0.13,93.38,2.92,0
09/09/2014,24.92,14.55,34.26,33.81,0.13,74.31,3.44,0
09/10/2014,21.84,16.71,33.82,35.06,0.12,54.94,3.45,0
09/11/2014,18.49,18.69,34.87,33.81,0.12,48.56,2.94,0
09/12/2014,18.44,19.46,35.61,30.88,0.13,76.81,1.94,0
09/13/2014,23.71,18.26,37.82,28.06,0.12,73.31,2.95,0
09/14/2014,23.64,18.18,36.33,26.25,0.12,68.88,3.39,0
09/15/2014,24.06,16.86,35.18,30.62,0.12,64.56,3.9,0
09/16/2014,24.67,16.99,36.05,28.19,0.12,63.38,3.37,0
09/17/2014,24.29,18.44,36.64,24.5,0.12,44.5,3.15,0
09/18/2014,23.73,17.08,37.59,18.44,0.12,47.62,2.27,0
09/19/2014,22.9,17.09,37.59,19.19,0.12,101.88,1.43,0
09/20/2014,16.47,18.68,36.54,21.44,0.13,127.88,2.85,0
09/21/2014,20.45,19.81,34.94,35.38,0.14,87.06,4.07,0
09/22/2014,24.29,18.88,34.99,36.06,0.14,79.81,4.23,0
09/23/2014,25.91,18.33,34.18,36.19,0.14,74.56,4.33,0
09/24/2014,26.68,16.72,35.06,27.19,0.13,73.12,3.57,0
09/25/2014,27.43,15.63,35.87,19.31,0.13,68.81,3.43,0
09/26/2014,27.06,15.29,36.95,17.75,0.13,66.19,3.04,0
09/27/2014,26.69,16.8,37.49,18,0.12,41.44,2.85,0
09/28/2014,24.21,18.25,38.55,21.69,0.12,41.25,2.98,0
09/29/2014,22.59,19.75,38.6,20.81,0.12,77.88,2.92,0
09/30/2014,18.3,20.55,38.3,23.88,0.12,135.12,1.16,0
10/01/2014,22,20.55,36.62,14.19,0.12,153.56,3.7,0
10/02/2014,27.65,18.53,38.38,10.5,0.12,151.12,3.23,0
10/03/2014,22.29,18.52,37.62,27.06,0.12,107.62,2.81,0
10/04/2014,21.55,21.65,35.83,37.62,0.12,81,4.38,5.567613602
10/05/2014,21.53,20.75,33.65,43.75,0.14,81.62,5.07,2.783806801
10/06/2014,27.4,18.35,34.21,36,0.15,74,4.37,0
10/07/2014,28.21,16.03,34.7,25.75,0.15,70.31,2.09,0
10/08/2014,27.97,17.01,37.15,24.19,0.14,148.31,1.59,0
10/09/2014,24.22,20.08,39.12,18.56,0.13,135.38,1.13,0
10/10/2014,21.73,21.83,41.19,21.12,0.17,49.5,2.5,0
10/11/2014,13.88,24.07,37.65,34.56,0.3,120,3.08,0
10/12/2014,21.64,22.14,38.28,35.44,0.3,84.25,3.27,0
10/13/2014,23.32,21.95,39.39,31.88,0.27,81.06,2.98,0
10/14/2014,26.35,21.7,40.44,23.38,0.24,68.06,2.71,0
10/15/2014,23.61,22.38,39.86,26.94,0.28,112.94,2.57,0
