var,dias,trt,pl,categ,cont,prop,tree_id
B,3,2,2,1,1,0.0149253731343284,B.2.3.2
B,3,2,2,2,0,0,B.2.3.2
B,3,2,2,3,0,0,B.2.3.2
B,3,2,2,4,0,0,B.2.3.2
B,3,2,2,5,0,0,B.2.3.2
B,3,2,3,0,26,0.388059701492537,B.2.3.3
B,3,2,3,1,0,0,B.2.3.3
B,3,2,3,2,0,0,B.2.3.3
B,3,2,3,3,0,0,B.2.3.3
B,3,2,3,4,0,0,B.2.3.3
B,3,2,3,5,0,0,B.2.3.3
B,3,3,1,0,18,0.346153846153846,B.3.3.1
B,3,3,1,1,0,0,B.3.3.1
B,3,3,1,2,0,0,B.3.3.1
B,3,3,1,3,1,0.0192307692307692,B.3.3.1
B,3,3,1,4,0,0,B.3.3.1
B,3,3,1,5,0,0,B.3.3.1
B,3,3,2,0,15,0.288461538461538,B.3.3.2
B,3,3,2,1,0,0,B.3.3.2
B,3,3,2,2,0,0,B.3.3.2
B,3,3,2,3,0,0,B.3.3.2
B,3,3,2,4,0,0,B.3.3.2
B,3,3,2,5,0,0,B.3.3.2
B,3,3,3,0,18,0.346153846153846,B.3.3.3
B,3,3,3,1,0,0,B.3.3.3
B,3,3,3,2,0,0,B.3.3.3
B,3,3,3,3,0,0,B.3.3.3
B,3,3,3,4,0,0,B.3.3.3
B,3,3,3,5,0,0,B.3.3.3
B,3,4,1,0,14,0.28,B.4.3.1
B,3,4,1,1,0,0,B.4.3.1
B,3,4,1,2,0,0,B.4.3.1
B,3,4,1,3,0,0,B.4.3.1
B,3,4,1,4,0,0,B.4.3.1
B,3,4,1,5,0,0,B.4.3.1
B,3,4,2,0,19,0.38,B.4.3.2
B,3,4,2,1,0,0,B.4.3.2
B,3,4,2,2,0,0,B.4.3.2
B,3,4,2,3,0,0,B.4.3.2
B,3,4,2,4,0,0,B.4.3.2
B,3,4,2,5,0,0,B.4.3.2
B,3,4,3,0,17,0.34,B.4.3.3
B,3,4,3,1,0,0,B.4.3.3
B,3,4,3,2,0,0,B.4.3.3
B,3,4,3,3,0,0,B.4.3.3
B,3,4,3,4,0,0,B.4.3.3
B,3,4,3,5,0,0,B.4.3.3
B,7,0,1,0,21,0.368421052631579,B.0.7.1
B,7,0,1,1,1,0.0175438596491228,B.0.7.1
B,7,0,1,2,0,0,B.0.7.1
B,7,0,1,3,0,0,B.0.7.1
B,7,0,1,4,0,0,B.0.7.1
B,7,0,1,5,0,0,B.0.7.1
B,7,0,2,0,18,0.315789473684211,B.0.7.2
B,7,0,2,1,1,0.0175438596491228,B.0.7.2
B,7,0,2,2,0,0,B.0.7.2
B,7,0,2,3,0,0,B.0.7.2
B,7,0,2,4,0,0,B.0.7.2
B,7,0,2,5,0,0,B.0.7.2
B,7,0,3,0,16,0.280701754385965,B.0.7.3
B,7,0,3,1,0,0,B.0.7.3
B,7,0,3,2,0,0,B.0.7.3
B,7,0,3,3,0,0,B.0.7.3
B,7,0,3,4,0,0,B.0.7.3
B,7,0,3,5,0,0,B.0.7.3
B,7,1,1,0,22,0.301369863013699,B.1.7.1
B,7,1,1,1,0,0,B.1.7.1
B,7,1,1,2,0,0,B.1.7.1
B,7,1,1,3,0,0,B.1.7.1
B,7,1,1,4,0,0,B.1.7.1
B,7,1,1,5,0,0,B.1.7.1
B,7,1,2,0,28,0.383561643835616,B.1.7.2
B,7,1,2,1,0,0,B.1.7.2
B,7,1,2,2,0,0,B.1.7.2
B,7,1,2,3,0,0,B.1.7.2
B,7,1,2,4,0,0,B.1.7.2
B,7,1,2,5,0,0,B.1.7.2
B,7,1,3,0,23,0.315068493150685,B.1.7.3
B,7,1,3,1,0,0,B.1.7.3
B,7,1,3,2,0,0,B.1.7.3
B,7,1,3,3,0,0,B.1.7.3
B,7,1,3,4,0,0,B.1.7.3
B,7,1,3,5,0,0,B.1.7.3
B,7,2,1,0,15,0.294117647058824,B.2.7.1
B,7,2,1,1,4,0.0784313725490196,B.2.7.1
B,7,2,1,2,0,0,B.2.7.1
B,7,2,1,3,0,0,B.2.7.1
B,7,2,1,4,0,0,B.2.7.1
B,7,2,1,5,0,0,B.2.7.1
B,7,2,2,0,19,0.372549019607843,B.2.7.2
B,7,2,2,1,0,0,B.2.7.2
B,7,2,2,2,0,0,B.2.7.2
B,7,2,2,3,0,0,B.2.7.2
B,7,2,2,4,0,0,B.2.7.2
B,7,2,2,5,0,0,B.2.7.2
B,7,2,3,0,2,0.0392156862745098,B.2.7.3
B,7,2,3,1,6,0.117647058823529,B.2.7.3
B,7,2,3,2,3,0.0588235294117647,B.2.7.3
B,7,2,3,3,1,0.0196078431372549,B.2.7.3
B,7,2,3,4,1,0.0196078431372549,B.2.7.3
B,7,2,3,5,0,0,B.2.7.3
B,7,3,1,0,19,0.306451612903226,B.3.7.1
B,7,3,1,1,0,0,B.3.7.1
B,7,3,1,2,0,0,B.3.7.1
B,7,3,1,3,0,0,B.3.7.1
B,7,3,1,4,0,0,B.3.7.1
B,7,3,1,5,0,0,B.3.7.1
B,7,3,2,0,22,0.354838709677419,B.3.7.2
B,7,3,2,1,2,0.032258064516129,B.3.7.2
B,7,3,2,2,0,0,B.3.7.2
B,7,3,2,3,0,0,B.3.7.2
B,7,3,2,4,0,0,B.3.7.2
B,7,3,2,5,0,0,B.3.7.2
B,7,3,3,0,19,0.306451612903226,B.3.7.3
B,7,3,3,1,0,0,B.3.7.3
B,7,3,3,2,0,0,B.3.7.3
B,7,3,3,3,0,0,B.3.7.3
B,7,3,3,4,0,0,B.3.7.3
B,7,3,3,5,0,0,B.3.7.3
B,7,4,1,0,20,0.377358490566038,B.4.7.1
B,7,4,1,1,0,0,B.4.7.1
B,7,4,1,2,0,0,B.4.7.1
B,7,4,1,3,0,0,B.4.7.1
B,7,4,1,4,0,0,B.4.7.1
B,7,4,1,5,0,0,B.4.7.1
B,7,4,2,0,13,0.245283018867925,B.4.7.2
B,7,4,2,1,2,0.0377358490566038,B.4.7.2
B,7,4,2,2,0,0,B.4.7.2
B,7,4,2,3,0,0,B.4.7.2
B,7,4,2,4,0,0,B.4.7.2
B,7,4,2,5,0,0,B.4.7.2
B,7,4,3,0,18,0.339622641509434,B.4.7.3
B,7,4,3,1,0,0,B.4.7.3
B,7,4,3,2,0,0,B.4.7.3
B,7,4,3,3,0,0,B.4.7.3
B,7,4,3,4,0,0,B.4.7.3
B,7,4,3,5,0,0,B.4.7.3
